2018-04-19T15:54:23+00:00
Running ./build/fftbench
Run on (4 X 1600 MHz CPU s)
CPU Caches:
  L1 Data 24 KiB (x4)
  L1 Instruction 32 KiB (x4)
  L2 Unified 1024 KiB (x2)
Load Average: 1.80, 1.37, 0.56
***WARNING*** CPU scaling is enabled, the benchmark real time measurements may be noisy and will incur extra overhead.
name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message
"     256 | FFTW_MEASURE 1 thread",651038,0.00107248,0.00107234,ms,,,,,
"     256 | FFTW_MEASURE 2 threads",618660,0.00114641,0.00114625,ms,,,,,
"     256 | FFTW_MEASURE 3 threads",620726,0.0011358,0.00113567,ms,,,,,
"     256 | FFTW_MEASURE 4 threads",618219,0.00113425,0.00113412,ms,,,,,
"     256 | FFTW_PATIENT 1 thread",647896,0.0010779,0.00107776,ms,,,,,
"     256 | FFTW_PATIENT 2 threads",643647,0.00107542,0.001075,ms,,,,,
"     256 | FFTW_PATIENT 3 threads",648099,0.00107406,0.0010739,ms,,,,,
"     256 | FFTW_PATIENT 4 threads",650520,0.00108615,0.00108573,ms,,,,,
"     256 | PFFFT",692352,0.00101126,0.00101112,ms,,,,,
"     256 | IPP 1 thread",764223,0.000916195,0.000916082,ms,,,,,
"     256 | IPP 2 threads",764136,0.000916142,0.000916037,ms,,,,,
"     256 | IPP 3 threads",764178,0.000916018,0.0009159,ms,,,,,
"     256 | IPP 4 threads",764294,0.000916222,0.000916093,ms,,,,,
"     512 | FFTW_MEASURE 1 thread",320371,0.00217089,0.00217058,ms,,,,,
"     512 | FFTW_MEASURE 2 threads",303651,0.00230292,0.00230256,ms,,,,,
"     512 | FFTW_MEASURE 3 threads",314345,0.00225418,0.00225393,ms,,,,,
"     512 | FFTW_MEASURE 4 threads",305486,0.00229994,0.00229955,ms,,,,,
"     512 | FFTW_PATIENT 1 thread",319538,0.00216428,0.00216404,ms,,,,,
"     512 | FFTW_PATIENT 2 threads",323697,0.00217827,0.00217798,ms,,,,,
"     512 | FFTW_PATIENT 3 threads",321991,0.00217078,0.00217046,ms,,,,,
"     512 | FFTW_PATIENT 4 threads",323377,0.00220363,0.00220324,ms,,,,,
"     512 | PFFFT",331966,0.00210947,0.00210923,ms,,,,,
"     512 | IPP 1 thread",376821,0.00185665,0.00185643,ms,,,,,
"     512 | IPP 2 threads",377041,0.00185595,0.00185575,ms,,,,,
"     512 | IPP 3 threads",377275,0.00185598,0.00185572,ms,,,,,
"     512 | IPP 4 threads",377049,0.00185652,0.0018563,ms,,,,,
"    1024 | FFTW_MEASURE 1 thread",150974,0.00463088,0.00463032,ms,,,,,
"    1024 | FFTW_MEASURE 2 threads",90461,0.00772856,0.0077274,ms,,,,,
"    1024 | FFTW_MEASURE 3 threads",151692,0.00462943,0.00462873,ms,,,,,
"    1024 | FFTW_MEASURE 4 threads",82523,0.0093397,0.0093386,ms,,,,,
"    1024 | FFTW_PATIENT 1 thread",151694,0.00459261,0.00459188,ms,,,,,
"    1024 | FFTW_PATIENT 2 threads",151949,0.00466834,0.00466755,ms,,,,,
"    1024 | FFTW_PATIENT 3 threads",150463,0.00459562,0.00459493,ms,,,,,
"    1024 | FFTW_PATIENT 4 threads",152624,0.00464548,0.00464495,ms,,,,,
"    1024 | PFFFT",162179,0.00431013,0.00430942,ms,,,,,
"    1024 | IPP 1 thread",165393,0.00423192,0.00423136,ms,,,,,
"    1024 | IPP 2 threads",165386,0.00423183,0.00423134,ms,,,,,
"    1024 | IPP 3 threads",165432,0.00423352,0.00423298,ms,,,,,
"    1024 | IPP 4 threads",165340,0.00423294,0.00423244,ms,,,,,
"    2048 | FFTW_MEASURE 1 thread",65848,0.0105251,0.0105239,ms,,,,,
"    2048 | FFTW_MEASURE 2 threads",55469,0.0128802,0.0128784,ms,,,,,
"    2048 | FFTW_MEASURE 3 threads",66484,0.0105252,0.0105237,ms,,,,,
"    2048 | FFTW_MEASURE 4 threads",46057,0.0149012,0.014899,ms,,,,,
"    2048 | FFTW_PATIENT 1 thread",66421,0.0105504,0.0105485,ms,,,,,
"    2048 | FFTW_PATIENT 2 threads",66987,0.0105584,0.0105568,ms,,,,,
"    2048 | FFTW_PATIENT 3 threads",58205,0.0119601,0.0119581,ms,,,,,
"    2048 | FFTW_PATIENT 4 threads",58909,0.0120143,0.0120122,ms,,,,,
"    2048 | PFFFT",68270,0.0102505,0.0102483,ms,,,,,
"    2048 | IPP 1 thread",74678,0.00937941,0.00937794,ms,,,,,
"    2048 | IPP 2 threads",74675,0.00938033,0.00937914,ms,,,,,
"    2048 | IPP 3 threads",74645,0.00938205,0.00938092,ms,,,,,
"    2048 | IPP 4 threads",74654,0.00938235,0.00938125,ms,,,,,
"    4096 | FFTW_MEASURE 1 thread",28518,0.0245194,0.0245163,ms,,,,,
"    4096 | FFTW_MEASURE 2 threads",31598,0.0225984,0.022595,ms,,,,,
"    4096 | FFTW_MEASURE 3 threads",26154,0.0267532,0.0267382,ms,,,,,
"    4096 | FFTW_MEASURE 4 threads",27677,0.0254212,0.0254177,ms,,,,,
"    4096 | FFTW_PATIENT 1 thread",29150,0.0239238,0.0239198,ms,,,,,
"    4096 | FFTW_PATIENT 2 threads",29249,0.0253767,0.0253736,ms,,,,,
"    4096 | FFTW_PATIENT 3 threads",27775,0.0225521,0.0225463,ms,,,,,
"    4096 | FFTW_PATIENT 4 threads",30805,0.0251438,0.0251391,ms,,,,,
"    4096 | PFFFT",26652,0.0262727,0.0262695,ms,,,,,
"    4096 | IPP 1 thread",33430,0.0209425,0.0209389,ms,,,,,
"    4096 | IPP 2 threads",33440,0.0209382,0.0209355,ms,,,,,
"    4096 | IPP 3 threads",33442,0.0209439,0.020941,ms,,,,,
"    4096 | IPP 4 threads",33424,0.0209375,0.0209354,ms,,,,,
"    8192 | FFTW_MEASURE 1 thread",12366,0.0560121,0.0560023,ms,,,,,
"    8192 | FFTW_MEASURE 2 threads",15070,0.0481269,0.0481195,ms,,,,,
"    8192 | FFTW_MEASURE 3 threads",15674,0.0485267,0.0485203,ms,,,,,
"    8192 | FFTW_MEASURE 4 threads",14702,0.049672,0.0496646,ms,,,,,
"    8192 | FFTW_PATIENT 1 thread",13215,0.0532214,0.0532128,ms,,,,,
"    8192 | FFTW_PATIENT 2 threads",14756,0.0474151,0.0474085,ms,,,,,
"    8192 | FFTW_PATIENT 3 threads",14005,0.050073,0.0500632,ms,,,,,
"    8192 | FFTW_PATIENT 4 threads",14612,0.0464411,0.046432,ms,,,,,
"    8192 | PFFFT",10676,0.0657189,0.0657114,ms,,,,,
"    8192 | IPP 1 thread",13618,0.0515095,0.0515028,ms,,,,,
"    8192 | IPP 2 threads",13652,0.0514661,0.0514597,ms,,,,,
"    8192 | IPP 3 threads",13611,0.0514906,0.0514837,ms,,,,,
"    8192 | IPP 4 threads",13568,0.0514768,0.0514708,ms,,,,,
"   16384 | FFTW_MEASURE 1 thread",5656,0.123278,0.123263,ms,,,,,
"   16384 | FFTW_MEASURE 2 threads",7085,0.0981851,0.0981612,ms,,,,,
"   16384 | FFTW_MEASURE 3 threads",7142,0.0988498,0.0988302,ms,,,,,
"   16384 | FFTW_MEASURE 4 threads",6969,0.100231,0.100209,ms,,,,,
"   16384 | FFTW_PATIENT 1 thread",5951,0.117592,0.117572,ms,,,,,
"   16384 | FFTW_PATIENT 2 threads",7656,0.0907906,0.0907796,ms,,,,,
"   16384 | FFTW_PATIENT 3 threads",6974,0.101214,0.101201,ms,,,,,
"   16384 | FFTW_PATIENT 4 threads",7716,0.0896767,0.089661,ms,,,,,
"   16384 | PFFFT",5083,0.13788,0.137858,ms,,,,,
"   16384 | IPP 1 thread",6467,0.108227,0.10821,ms,,,,,
"   16384 | IPP 2 threads",6468,0.108235,0.108223,ms,,,,,
"   16384 | IPP 3 threads",6464,0.10829,0.108274,ms,,,,,
"   16384 | IPP 4 threads",6470,0.108282,0.108267,ms,,,,,
"   32768 | FFTW_MEASURE 1 thread",2505,0.280277,0.28022,ms,,,,,
"   32768 | FFTW_MEASURE 2 threads",3321,0.211366,0.21132,ms,,,,,
"   32768 | FFTW_MEASURE 3 threads",3465,0.200213,0.200179,ms,,,,,
"   32768 | FFTW_MEASURE 4 threads",3978,0.176148,0.176123,ms,,,,,
"   32768 | FFTW_PATIENT 1 thread",2607,0.267767,0.267727,ms,,,,,
"   32768 | FFTW_PATIENT 2 threads",3779,0.184743,0.184709,ms,,,,,
"   32768 | FFTW_PATIENT 3 threads",3539,0.195943,0.195906,ms,,,,,
"   32768 | FFTW_PATIENT 4 threads",4247,0.164303,0.16428,ms,,,,,
"   32768 | PFFFT",2311,0.303063,0.303007,ms,,,,,
"   32768 | IPP 1 thread",3017,0.231691,0.23166,ms,,,,,
"   32768 | IPP 2 threads",3022,0.231759,0.23173,ms,,,,,
"   32768 | IPP 3 threads",3018,0.231724,0.231694,ms,,,,,
"   32768 | IPP 4 threads",3021,0.231653,0.231625,ms,,,,,
"   65536 | FFTW_MEASURE 1 thread",1098,0.64013,0.639891,ms,,,,,
"   65536 | FFTW_MEASURE 2 threads",1573,0.43839,0.438241,ms,,,,,
